RecordedDate,profile_id,lang_x,WFC,age,gender,employment_status,industry,industry_other,local_migrant,migrate_alone_family,state_of_origin,has_benefit,wage_type_x,num_family_members,current_wage,answer_history,design_history,wage,alpha_logit_1.mean,alpha_logit_1.std,mu_logit_1.mean,mu_logit_1.std
8/11/24 5:13,da3add79-80e2-4ddb-a346-240419ee8e4e,English,Chakan,45,Male,,Construction,,migrant,family,Maharashtra,,Daily,,1200,"['0', '0', '1', '0', '0', '1', '1', '0', '1', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1660'), 'wage_a': Decimal('1060')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1765'), 'wage_a': Decimal('1180')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1705'), 'wage_a': Decimal('730')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('845'), 'wage_a': Decimal('1760')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('655'), 'wage_a': Decimal('1140')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('990'), 'wage_a': Decimal('600')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1115'), 'wage_a': Decimal('805')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('915'), 'wage_a': Decimal('1425')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('860'), 'wage_a': Decimal('680')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1040'), 'wage_a': Decimal('810')}]",1200,0.221070155,0.152861566,4.608781128,2.500980869
8/11/24 5:19,acb355f5-88cf-460c-8586-d99fc9414022,Hindi,Chakan,39,Male,,Construction,,migrant,family,Maharashtra,,Daily,,1500,"['0', '0', '0', '0', '1', '1', '0', '1', '1', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1375'), 'wage_a': Decimal('795')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1860'), 'wage_a': Decimal('1050')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1715'), 'wage_a': Decimal('800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('840'), 'wage_a': Decimal('1850')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('2165'), 'wage_a': Decimal('990')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('960'), 'wage_a': Decimal('1695')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('2025'), 'wage_a': Decimal('840')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('2020'), 'wage_a': Decimal('825')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1110'), 'wage_a': Decimal('2120')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('2125'), 'wage_a': Decimal('1110')}]",1500,0.814848241,0.133099259,6.018435247,2.703847959
8/11/24 5:21,f1bc2346-f234-40f1-a073-f27c37d2f28b,English,Chakan,47,Male,,Construction,,migrant,alone,Uttar Pradesh,,Daily,,1300,"['0', '0', '1', '1', '0', '1', '1', '1', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1100'), 'wage_a': Decimal('1660')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('815'), 'wage_a': Decimal('1095')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1090'), 'wage_a': Decimal('1000')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('920'), 'wage_a': Decimal('810')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('690'), 'wage_a': Decimal('790')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1600'), 'wage_a': Decimal('1905')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1635'), 'wage_a': Decimal('1390')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('985'), 'wage_a': Decimal('700')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('1565'), 'wage_a': Decimal('1640')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('665'), 'wage_a': Decimal('650')}]",1300,0.094400941,0.133024562,5.599523865,2.86325639
8/11/24 5:25,d9eba629-f20b-4397-9f43-1fb82a1ab68a,Hindi,Chakan,52,Male,,Construction,,migrant,family,Maharashtra,,Daily,,1000,"['0', '1', '0', '1', '0', '1', '0', '0', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1270'), 'wage_a': Decimal('765')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('625'), 'wage_a': Decimal('1285')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1375'), 'wage_a': Decimal('615')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('645'), 'wage_a': Decimal('1300')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1320'), 'wage_a': Decimal('800')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('585'), 'wage_a': Decimal('1360')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1395'), 'wage_a': Decimal('605')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('535'), 'wage_a': Decimal('1190')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('700'), 'wage_a': Decimal('1400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1445'), 'wage_a': Decimal('685')}]",1000,0.856348134,0.139077513,5.629848078,2.765620187
8/11/24 5:34,a518e48d-faa0-4de6-ab89-4e0e3d4c6f52,Hindi,Chakan,37,Male,,Construction,,migrant,family,Maharashtra,,Daily,,550,"['0', '0', '1', '0', '1', '0', '1', '1', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('540'), 'wage_a': Decimal('345')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('410'), 'wage_a': Decimal('800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('710'), 'wage_a': Decimal('425')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('735'), 'wage_a': Decimal('490')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('480'), 'wage_a': Decimal('780')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('770'), 'wage_a': Decimal('505')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('815'), 'wage_a': Decimal('465')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('800'), 'wage_a': Decimal('415')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('360'), 'wage_a': Decimal('770')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('360'), 'wage_a': Decimal('635')}]",550,0.463233945,0.152196357,5.977564743,2.752075214
8/11/24 5:38,d4673e0b-5d0d-46fc-b1ad-fb22c239a1ce,English,Chakan,31,Male,,Construction,,migrant,family,Uttar Pradesh,,Daily,,700,"['0', '1', '0', '1', '1', '0', '0', '0', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('435'), 'wage_a': Decimal('705')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1020'), 'wage_a': Decimal('785')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('745'), 'wage_a': Decimal('910')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('835'), 'wage_a': Decimal('800')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('425'), 'wage_a': Decimal('390')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('575'), 'wage_a': Decimal('585')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('715'), 'wage_a': Decimal('1030')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('740'), 'wage_a': Decimal('730')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('765'), 'wage_a': Decimal('715')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('680'), 'wage_a': Decimal('625')}]",700,0.097384581,0.128903089,5.933931991,2.820356655
8/11/24 5:45,dc125e0a-ff57-4565-b6ac-fef6f43290af,Hindi,Chakan,23,Male,,Construction,,migrant,family,Maharashtra,,Daily,,700,"['0', '0', '0', '0', '1', '0', '0', '0', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('710'), 'wage_a': Decimal('425')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('685'), 'wage_a': Decimal('400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('920'), 'wage_a': Decimal('695')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('985'), 'wage_a': Decimal('405')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('395'), 'wage_a': Decimal('950')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1035'), 'wage_a': Decimal('455')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1050'), 'wage_a': Decimal('410')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('895'), 'wage_a': Decimal('495')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('915'), 'wage_a': Decimal('390')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('1040'), 'wage_a': Decimal('395')}]",700,0.946149404,0.070893916,6.853885843,2.275509813
8/11/24 5:46,0ec872a7-9c80-445d-ae83-3e2a4861837c,English,Chakan,59,Male,,Chemical,,migrant,alone,Maharashtra,,Daily,,600,"['0', '1', '1', '0', '0', '0', '0', '1', '0', '1']","[{'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('500'), 'wage_a': Decimal('785')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('545'), 'wage_a': Decimal('465')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('870'), 'wage_a': Decimal('750')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('810'), 'wage_a': Decimal('740')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('740'), 'wage_a': Decimal('845')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('520'), 'wage_a': Decimal('620')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('750'), 'wage_a': Decimal('815')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('835'), 'wage_a': Decimal('775')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('805'), 'wage_a': Decimal('840')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('810'), 'wage_a': Decimal('790')}]",600,0.093110775,0.144362744,5.618473492,3.009731564
8/11/24 5:53,5eef5c00-41ff-49cd-8931-cb74dd75f641,English,Chakan,40,Male,,Construction,,migrant,alone,Maharashtra,,Daily,,600,"['0', '0', '1', '0', '1', '0', '0', '0', '0', '1']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('595'), 'wage_a': Decimal('385')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('640'), 'wage_a': Decimal('345')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('355'), 'wage_a': Decimal('790')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('865'), 'wage_a': Decimal('505')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('475'), 'wage_a': Decimal('725')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('820'), 'wage_a': Decimal('315')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('830'), 'wage_a': Decimal('400')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('715'), 'wage_a': Decimal('310')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('740'), 'wage_a': Decimal('415')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('390'), 'wage_a': Decimal('680')}]",600,0.932153853,0.064835587,7.134647465,2.055827029
8/11/24 5:53,596133ae-6d2d-406d-a900-7773f05629ef,Hindi,Chakan,32,Male,,Construction,,migrant,family,Maharashtra,,Daily,,600,"['0', '0', '0', '0', '1', '1', '0', '0', '0', '0']","[{'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('575'), 'wage_a': Decimal('360')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('780'), 'wage_a': Decimal('395')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('410'), 'wage_a': Decimal('840')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('545'), 'wage_a': Decimal('375')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('310'), 'wage_a': Decimal('645')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('380'), 'wage_a': Decimal('680')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('820'), 'wage_a': Decimal('380')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('385'), 'wage_a': Decimal('685')}, {'design_a': 'No', 'design_b': 'Yes', 'wage_b': Decimal('305'), 'wage_a': Decimal('695')}, {'design_a': 'Yes', 'design_b': 'No', 'wage_b': Decimal('685'), 'wage_a': Decimal('335')}]",600,0.764042933,0.166777952,4.707483093,2.719751812
